lifespan,genetic,mass,exercise,smoking,alcohol,sugar
66.8,68.5,62.6,0.5,8.8,1.7,3.6
80.8,83.1,58.5,1.8,11.8,5.2,32.0
76.2,80.0,125.7,1.8,12.5,0.2,38.8
77.8,83.3,83.0,0.8,15.6,0.7,21.6
79.1,84.6,89.6,2.3,16.2,0.7,24.4
84.4,86.9,60.6,3.9,11.9,0.5,30.8
68.1,70.1,113.3,2.1,2.8,4.2,12.8
71.7,77.3,134.7,0.4,11.6,2.1,11.2
77.3,81.7,110.0,0.9,13.4,5.2,46.4
67.5,73.5,67.6,2.0,20.7,5.1,15.2
83.5,86.9,57.6,0.5,11.1,0.8,7.2
95.2,96.5,108.0,1.5,1.1,1.9,16.8
88.9,91.8,63.6,2.5,13.0,0.4,17.6
84.0,85.7,66.0,1.3,4.8,1.6,49.6
80.5,83.1,85.7,2.9,17.2,1.2,17.6
72.6,75.3,127.7,4.0,19.0,0.1,20.8
72.5,75.5,50.2,0.5,5.4,4.8,48.4
93.5,91.9,131.9,3.8,8.3,0.5,35.2
83.5,83.8,121.5,4.4,12.0,2.2,23.6
70.4,73.6,159.8,1.9,4.4,1.4,20.8
84.7,85.4,65.2,1.7,6.1,0.3,19.2
76.9,78.4,71.1,3.8,15.7,0.7,27.2
60.5,66.0,80.0,2.4,13.5,4.9,33.2
95.2,91.0,78.1,3.7,1.9,0.1,20.4
60.3,65.1,111.1,2.3,20.2,0.5,39.2
84.1,87.4,118.1,1.8,13.4,0.4,26.8
80.6,81.3,89.0,2.7,5.3,3.7,29.2
69.8,70.0,68.5,2.2,0.4,2.6,52.0
87.1,85.1,115.2,3.4,0.6,0.5,15.6
77.4,79.6,95.1,4.3,20.1,2.3,8.8
92.0,90.0,80.6,3.2,1.2,5.6,26.4
84.4,87.9,76.8,0.4,13.5,0.7,35.2
73.4,73.4,76.0,2.4,4.1,2.0,17.2
89.8,91.0,101.3,1.3,9.5,0.5,33.2
80.4,83.6,123.7,2.4,13.9,0.5,40.0
77.8,81.7,115.7,1.8,8.0,4.2,30.8
80.0,84.5,116.8,3.4,19.2,4.5,21.2
63.9,69.0,50.6,2.0,13.0,5.0,45.6
67.9,66.3,63.4,3.3,0.1,1.2,27.2
79.4,79.4,78.5,4.3,7.5,1.2,18.0
88.2,89.3,91.4,2.4,8.7,1.2,24.4
87.3,88.0,70.5,3.0,0.5,5.7,10.4
77.1,80.3,135.2,1.2,10.6,0.3,28.4
75.4,79.1,78.9,1.2,11.4,3.8,43.6
91.8,96.2,98.7,1.7,16.1,2.2,25.6
70.5,77.9,127.4,2.2,15.1,4.5,29.6
88.9,86.4,119.5,3.7,0.7,2.3,32.0
72.6,74.5,79.3,2.1,13.7,0.6,10.8
75.3,84.0,129.6,0.9,18.1,0.3,34.0
80.3,81.5,57.9,2.6,8.1,2.8,22.8
90.6,90.6,53.9,3.3,7.2,4.1,19.2
67.5,68.0,87.3,4.5,11.8,1.2,41.6
81.7,88.7,108.5,0.8,20.6,0.4,20.4
84.5,82.4,157.4,5.1,0.3,0.8,22.8
90.7,94.0,104.6,1.3,10.2,1.0,43.2
87.8,91.3,105.5,1.6,12.3,2.3,13.6
80.8,81.2,61.8,2.6,7.9,1.0,54.0
93.8,95.3,122.5,1.2,0.1,2.5,35.2
71.7,75.3,77.7,2.6,15.2,0.9,25.2
80.5,82.9,78.2,3.7,21.8,0.9,39.2
88.3,91.2,142.7,1.6,7.8,1.2,19.6
83.7,83.9,115.8,4.1,6.5,1.2,46.0
83.4,85.7,128.4,2.4,1.4,1.0,38.4
71.0,74.1,138.5,3.2,8.1,0.6,36.8
77.8,79.3,104.6,1.5,6.2,0.2,10.0
97.6,99.0,123.2,2.3,4.4,1.1,26.0
77.7,77.9,149.3,4.7,0.1,0.9,33.6
61.0,67.2,155.3,1.5,8.8,1.0,48.8
84.2,85.5,61.9,3.3,12.6,1.9,20.4
73.5,76.2,69.9,0.9,13.8,0.7,17.6
82.0,84.6,64.6,1.7,13.8,0.5,21.2
77.2,82.1,113.7,1.4,19.4,3.5,20.4
82.4,81.4,81.5,2.6,2.2,1.7,19.2
84.4,84.1,62.5,2.5,3.5,2.4,46.4
85.2,87.2,94.5,1.6,6.5,0.9,42.4
75.7,77.7,134.6,1.4,2.0,2.8,25.2
79.5,81.9,98.8,2.7,9.5,3.3,6.8
91.3,90.7,73.3,2.8,1.2,1.4,38.8
72.9,74.3,104.5,2.7,14.7,2.8,35.6
88.4,88.2,124.5,2.1,3.1,1.2,19.6
78.5,79.9,67.7,2.4,12.6,1.4,29.2
83.2,81.4,54.7,3.8,7.8,0.1,16.0
74.1,79.2,87.9,2.2,15.7,3.9,23.6
78.9,79.3,82.9,2.7,2.3,1.7,51.6
76.4,77.6,69.2,2.8,8.4,1.2,22.4
76.7,77.4,145.0,2.4,1.6,4.9,20.8
75.3,76.2,61.0,1.3,1.0,4.1,13.2
79.3,82.6,60.6,2.1,18.9,1.2,27.6
62.7,66.0,80.1,3.6,12.2,3.5,33.6
80.9,82.3,67.2,4.7,11.9,1.2,13.6
83.0,83.3,116.0,3.9,12.6,1.3,8.0
80.3,84.3,89.8,1.9,12.9,4.7,12.4
78.8,81.5,65.6,2.3,11.2,6.0,36.0
83.7,84.6,80.2,1.0,0.6,2.3,36.8
68.2,69.0,124.8,1.5,2.6,0.3,34.4
96.9,100.7,99.7,1.0,14.5,0.8,11.6
71.0,77.0,79.4,0.9,16.4,0.4,28.8
83.1,86.1,67.0,0.3,9.8,3.7,14.0
79.8,80.6,53.9,0.7,3.3,0.5,10.0
88.8,89.5,64.7,2.3,7.6,1.3,37.2
81.4,81.0,76.2,1.5,1.8,1.3,35.2
79.1,84.9,132.9,1.3,18.9,1.2,15.2
92.3,97.0,92.9,3.6,17.8,4.2,22.0
70.7,71.4,131.3,2.3,0.4,1.0,33.2
88.2,92.8,88.8,1.2,16.4,2.1,20.8
74.5,76.3,72.1,0.8,2.8,2.5,36.0
77.9,79.4,55.5,1.7,4.3,5.1,28.8
75.4,74.1,96.1,4.4,5.8,3.8,21.2
78.3,80.5,129.3,2.0,5.9,1.7,11.6
81.4,83.6,123.2,1.0,4.5,2.3,6.8
67.7,68.8,85.8,2.1,6.0,1.6,24.8
77.7,79.1,142.9,2.4,4.3,3.3,16.8
81.2,83.3,81.3,1.3,8.2,3.1,32.0
82.3,85.2,82.9,1.6,8.5,1.1,20.0
81.3,82.4,153.6,2.5,2.8,1.8,28.4
80.5,81.9,59.9,1.2,4.2,5.5,20.0
91.8,91.3,59.7,4.1,18.3,0.7,27.2
75.2,80.0,72.6,0.6,19.4,0.5,20.8
83.0,81.3,82.9,4.4,1.7,4.4,18.8
80.2,78.8,113.6,3.7,1.6,4.4,44.8
92.4,91.8,58.2,2.0,0.3,0.8,30.4
75.6,75.4,65.7,2.9,0.3,5.7,17.2
86.1,85.2,95.8,2.3,0.3,1.4,11.2
82.9,87.6,51.9,1.6,20.6,0.6,26.0
69.6,73.5,52.4,2.5,19.6,4.3,28.0
78.7,80.0,144.7,1.4,1.9,4.6,30.0
78.2,77.8,53.9,5.2,14.8,5.1,4.4
91.9,93.1,78.1,0.8,5.6,0.6,20.0
74.6,75.1,137.7,2.1,5.8,0.7,23.6
84.8,85.2,116.6,1.6,0.1,1.1,38.0
73.0,73.6,102.7,1.8,0.1,4.5,17.6
91.6,93.4,73.3,1.6,7.2,4.4,16.4
72.7,73.4,99.3,0.8,0.4,4.1,40.4
84.2,84.2,75.0,4.1,11.5,0.9,35.2
73.4,77.2,67.9,1.0,11.8,0.8,30.0
75.3,77.6,94.2,2.4,20.4,0.7,26.8
79.2,80.6,80.6,2.8,13.5,0.5,26.0
80.6,82.6,90.4,2.2,18.8,3.0,18.8
93.1,93.9,87.8,1.3,0.0,6.0,17.2
83.2,83.5,93.7,2.2,5.4,5.5,20.0
93.6,95.2,109.3,4.6,16.5,0.3,22.8
87.9,93.8,107.1,0.3,15.0,3.2,36.4
77.7,82.5,96.6,1.6,9.4,4.9,47.6
73.4,78.8,105.4,1.6,16.0,4.3,20.8
67.7,70.6,61.9,0.6,8.9,0.5,29.2
75.4,76.7,95.1,1.2,4.6,1.4,34.4
77.4,80.9,112.7,4.0,10.2,4.9,42.8
94.0,95.8,55.2,1.4,11.0,1.1,25.6
68.8,74.1,81.9,1.0,18.1,3.6,24.4
77.3,75.9,101.0,1.8,0.0,0.4,6.8
86.2,87.8,66.9,4.1,14.5,1.6,18.4
80.7,81.9,108.2,1.7,1.7,0.8,30.0
77.4,77.3,107.4,2.4,2.1,5.1,43.6
80.0,86.1,57.1,3.7,19.0,3.9,35.6
72.6,76.0,116.2,1.8,10.0,0.7,13.2
85.2,85.0,96.5,2.8,1.6,0.3,27.6
86.8,87.0,98.2,3.6,6.5,4.7,18.4
83.5,89.7,121.0,2.3,13.4,1.1,26.8
76.0,80.3,108.3,3.5,20.2,0.4,27.6
89.8,89.8,62.9,3.4,16.8,0.5,20.0
79.3,76.8,60.0,5.4,2.8,0.5,27.2
92.0,92.7,82.4,1.5,3.3,1.3,29.6
76.2,81.9,163.6,1.4,8.4,0.3,55.2
71.9,74.2,72.0,4.0,8.3,5.0,30.4
74.9,79.7,88.9,2.2,21.5,4.7,22.8
78.6,79.2,71.0,3.2,6.1,5.4,20.8
79.8,80.0,62.6,4.0,15.6,0.6,16.8
64.1,65.2,95.3,1.4,1.7,1.5,39.6
91.3,94.2,63.1,2.9,18.6,0.5,34.0
73.1,73.0,119.3,2.2,4.2,0.3,46.4
81.9,83.2,95.0,1.0,4.4,5.8,26.0
75.4,78.2,61.6,1.2,18.8,3.2,19.6
97.4,95.5,85.6,4.4,0.9,0.3,16.4
92.2,93.9,59.8,2.8,6.6,4.2,34.8
94.4,95.6,59.9,1.7,2.3,2.9,34.4
81.4,81.1,68.7,1.6,0.9,1.9,43.2
79.5,84.7,82.6,1.9,17.0,1.9,17.2
69.2,72.6,58.0,0.5,7.3,1.1,46.8
81.0,86.4,52.7,1.5,22.0,0.7,36.0
74.7,78.8,88.6,2.7,13.1,2.4,33.2
79.9,83.5,121.7,1.3,4.7,5.0,39.6
65.0,67.4,124.4,2.8,7.3,2.1,44.0
82.0,87.7,149.4,2.2,19.4,4.0,8.4
90.8,91.3,78.8,1.0,1.4,1.7,39.2
93.7,99.7,104.1,2.3,16.5,1.5,44.0
84.1,87.4,96.0,0.9,16.3,0.5,24.4
91.2,90.0,97.0,4.3,2.6,0.9,24.0
85.8,83.9,115.2,5.3,2.4,2.3,27.2
71.2,72.0,61.1,2.7,4.3,4.7,46.8
99.0,99.7,71.5,2.5,7.6,0.5,29.2
81.2,79.6,117.7,4.4,0.2,5.9,10.0
78.9,81.6,65.6,2.8,16.6,0.9,16.8
93.3,95.6,65.1,1.7,12.0,2.9,28.0
79.6,83.7,60.7,0.8,18.8,5.3,40.0
70.7,77.1,145.8,0.2,10.0,1.1,17.2
76.2,79.8,56.7,2.8,11.2,4.2,23.6
83.0,83.9,53.3,2.5,11.6,1.3,35.2
75.5,76.5,73.9,1.6,3.6,1.1,21.2
81.9,83.4,120.1,2.4,7.9,1.4,23.2
86.6,87.1,101.1,4.2,10.1,4.8,20.8
64.7,70.6,76.3,2.5,19.4,4.0,26.4
77.9,78.6,114.4,2.5,3.2,0.5,42.8
82.1,84.6,137.8,2.3,8.6,1.3,27.2
88.7,88.2,90.7,1.5,0.2,0.3,38.4
72.0,74.4,114.9,1.2,6.0,3.7,23.6
75.2,80.0,76.1,2.0,19.5,3.8,16.4
85.5,86.4,89.6,2.8,6.8,0.6,8.8
79.0,79.6,114.8,3.3,6.4,0.2,21.6
83.6,87.8,73.5,0.7,15.5,2.0,28.8
81.6,81.8,121.7,2.0,1.6,1.4,24.0
90.3,91.9,54.7,1.9,7.2,4.4,8.4
77.6,80.8,99.3,0.7,16.4,2.5,14.8
72.5,70.9,66.5,2.4,0.7,2.0,19.6
92.2,97.5,109.0,0.7,17.5,5.2,44.4
79.9,83.8,125.6,1.7,11.8,1.1,36.0
91.9,96.2,121.4,2.5,13.7,1.3,23.2
72.6,76.8,118.5,4.4,15.5,0.4,10.0
89.3,86.7,63.6,3.5,0.2,0.7,11.6
81.6,80.2,81.9,2.9,0.0,4.0,33.2
69.3,74.4,99.1,4.1,19.3,2.3,22.8
86.2,87.9,78.3,3.0,10.5,1.2,33.2
78.0,83.0,52.5,0.6,15.5,2.8,5.6
78.4,82.0,101.9,1.6,7.1,4.0,26.4
71.8,71.3,75.4,1.6,0.3,0.8,11.2
74.2,77.9,58.6,4.1,18.9,5.5,26.0
76.7,80.4,111.7,1.9,8.4,3.7,20.4
77.3,81.5,72.3,1.8,15.5,0.2,17.2
82.6,84.7,70.4,1.4,22.0,0.9,16.8
81.0,78.2,93.2,3.8,0.0,1.6,26.0
79.2,81.9,101.2,1.7,6.7,0.4,32.4
71.1,74.4,84.2,3.6,19.1,3.6,12.4
76.2,77.8,122.1,0.7,4.9,0.6,31.6
76.1,79.2,95.9,4.5,15.7,0.3,26.4
74.6,81.1,117.2,0.8,18.4,2.2,13.2
72.9,71.6,60.1,4.6,0.7,5.4,10.4
89.5,87.9,80.5,2.6,0.5,2.0,14.8
78.4,79.9,61.6,0.6,3.4,0.5,41.2
72.4,73.6,121.4,1.5,1.2,5.8,17.6
82.4,85.8,63.6,1.1,13.4,1.3,38.8
88.4,95.6,61.6,1.8,20.0,0.5,46.8
97.2,97.5,91.9,1.6,0.4,2.8,24.8
79.7,78.8,50.1,1.8,1.4,0.6,19.6
84.9,87.0,125.6,2.5,8.6,1.3,22.8
80.3,82.5,68.7,3.3,10.6,1.5,9.2
89.8,91.5,65.0,4.4,12.2,4.0,17.6
74.7,77.8,89.1,1.6,13.2,0.9,22.4
75.7,77.9,62.1,3.2,19.2,2.7,21.2
73.0,76.1,108.8,3.9,15.9,4.9,31.6
70.6,71.7,125.2,1.7,4.5,0.6,30.4
78.4,82.3,96.5,2.5,18.0,5.0,24.4
87.4,90.3,72.8,3.9,16.5,0.2,36.0
83.6,83.1,76.0,1.7,0.6,5.9,26.8
76.0,75.2,73.6,2.6,1.9,3.3,37.2
85.0,85.0,70.6,0.7,0.4,0.5,29.6
87.0,91.7,79.7,1.5,21.1,0.6,12.0
62.4,64.4,74.1,4.4,19.7,1.9,40.0
65.9,64.9,100.7,1.7,0.4,2.1,23.2
78.5,78.0,85.9,1.3,0.1,0.4,24.0
77.1,79.2,111.8,0.8,1.8,0.6,35.2
63.5,69.6,142.3,1.6,19.2,4.2,24.0
65.3,64.8,111.3,2.6,0.4,3.0,30.8
94.5,98.2,62.0,1.3,12.3,2.9,35.6
88.6,89.1,132.8,2.7,2.0,5.3,26.4
78.6,81.2,116.7,1.0,8.9,1.9,31.6
77.0,72.8,107.4,4.3,0.1,1.9,35.2
78.9,83.8,87.4,0.2,15.8,5.6,22.0
85.7,85.1,102.0,3.5,8.1,2.0,16.8
88.8,89.6,118.4,2.3,6.1,0.3,40.8
80.0,80.7,77.9,3.6,19.3,2.7,14.0
77.2,78.5,59.0,1.7,2.5,5.1,32.8
82.2,82.8,119.4,1.7,1.2,0.5,37.2
80.1,82.5,98.9,3.4,9.3,2.0,36.8
89.3,88.0,83.0,5.4,10.6,0.6,18.4
105.1,100.4,82.2,4.7,0.2,1.0,26.4
72.7,75.7,120.8,3.8,9.5,1.1,14.0
84.5,88.1,92.1,1.8,15.3,0.9,10.8
81.0,80.4,124.3,3.7,1.1,2.0,34.8
77.4,77.4,51.0,1.9,3.2,0.7,21.6
81.4,85.1,57.5,2.4,15.0,5.5,4.4
78.5,78.2,90.9,4.5,10.6,0.6,9.6
69.2,71.4,62.3,3.5,17.1,0.2,16.8
83.0,80.9,81.6,3.2,2.3,1.3,15.2
104.1,100.6,89.5,4.6,0.3,0.7,24.4
76.5,79.4,128.7,1.6,10.0,4.0,30.0
81.0,81.5,60.2,1.8,3.1,3.3,18.4
81.3,82.2,106.7,1.6,1.7,2.3,24.8
76.2,79.7,75.2,1.4,13.0,4.5,18.4
85.7,86.8,93.5,1.6,0.7,3.6,35.2
71.8,79.8,109.7,1.4,14.6,5.3,38.0
77.9,79.9,120.8,0.4,9.6,2.8,28.4
78.3,79.5,133.0,2.9,4.8,0.3,15.2
80.5,87.1,58.1,2.4,21.9,0.8,24.0
75.5,78.1,58.9,0.5,8.2,0.7,10.8
86.2,87.3,80.9,1.4,6.7,1.3,36.4
76.0,78.3,55.0,1.4,10.4,0.4,22.4
71.2,70.9,76.9,1.6,0.2,2.9,21.6
91.6,90.5,57.8,2.9,0.1,1.1,22.4
66.3,70.5,68.3,1.3,18.8,2.4,46.4
89.3,95.5,107.5,2.4,21.4,1.9,28.0
76.1,82.8,82.8,1.2,20.2,1.0,32.8
80.9,82.1,119.4,2.5,4.5,5.8,16.0
70.7,76.1,115.7,1.4,21.3,4.2,26.0
86.8,81.3,110.2,5.3,0.2,0.3,36.4
74.1,71.8,126.6,3.7,3.9,0.3,34.4
82.8,83.5,70.0,2.2,0.3,2.9,39.6
73.1,74.2,101.2,0.8,0.1,4.1,31.6
76.1,79.8,119.0,0.4,14.4,1.4,17.6
87.3,92.9,86.6,1.3,15.8,5.6,34.0
81.3,80.8,52.3,1.4,2.0,0.2,12.8
83.6,90.4,63.5,0.8,17.6,0.6,12.4
91.1,92.9,55.6,0.7,11.4,1.5,2.8
81.4,87.7,92.3,1.3,19.9,4.9,40.8
81.4,81.2,118.3,2.8,0.0,3.9,18.0
79.2,79.0,50.6,1.8,0.3,2.2,30.4
85.4,87.2,86.5,1.3,4.4,1.7,36.8
85.1,84.0,91.5,1.9,0.1,0.5,13.2
81.0,80.4,92.8,2.7,5.1,1.3,16.4
70.6,78.6,163.1,2.5,11.5,3.4,40.0
88.1,91.0,60.9,1.7,11.0,0.6,32.0
78.7,80.7,73.8,2.6,11.6,1.3,29.6
76.3,77.6,61.8,1.1,1.9,5.4,38.8
78.1,78.5,101.4,4.6,6.3,0.3,33.6
77.0,78.1,114.8,0.1,0.0,4.8,10.4
77.3,77.4,96.2,2.4,3.6,4.7,9.2
82.7,81.9,78.8,4.2,3.6,1.1,9.2
95.5,99.6,91.0,2.1,12.4,3.0,20.8
80.2,85.0,122.6,0.2,15.4,0.2,31.6
73.7,79.5,61.0,1.3,19.1,4.8,6.4
76.9,86.4,163.5,2.4,16.9,5.2,2.8
70.6,73.4,52.7,2.7,12.2,6.0,17.2
83.6,87.3,152.3,2.3,11.9,0.0,26.4
101.8,100.3,80.8,4.9,7.9,0.0,16.4
77.0,79.0,154.8,2.3,0.1,5.6,22.0
75.6,77.0,113.2,3.6,7.8,4.0,6.4
84.2,82.0,89.2,5.3,1.4,5.2,43.2
71.0,78.7,159.5,2.0,21.4,0.3,4.0
88.9,92.1,120.2,2.2,14.6,4.8,16.8
58.9,63.9,113.6,1.9,11.1,4.2,16.8
73.9,72.9,127.9,3.8,1.9,0.2,30.8
87.9,85.8,79.3,4.5,3.1,2.8,36.0
76.8,78.3,71.5,2.4,11.3,1.3,35.2
72.7,75.7,121.9,2.9,8.9,0.5,28.8
93.6,92.7,64.9,1.7,0.2,1.2,40.4
67.8,73.0,87.8,2.2,15.8,0.2,32.0
88.5,87.2,110.7,5.2,8.1,3.0,22.0
89.4,93.3,88.6,3.4,14.2,6.0,22.8
73.7,77.5,80.3,2.6,11.8,0.2,22.0
97.6,99.3,112.2,3.8,16.1,0.6,30.4
92.6,93.1,54.8,4.3,9.4,0.7,36.8
73.1,72.6,83.4,2.0,0.3,0.9,43.6
85.9,85.8,82.6,3.2,9.8,1.1,12.0
63.0,64.3,85.6,1.6,6.7,5.3,29.2
84.0,85.1,88.1,2.8,8.4,0.4,34.4
75.8,76.3,122.5,2.0,4.3,1.3,18.8
83.1,84.8,98.9,0.5,2.7,0.4,26.4
78.5,76.1,75.0,4.2,0.2,0.8,26.4
99.4,100.6,72.4,1.5,3.1,5.9,24.4
79.0,78.6,77.6,2.9,1.5,0.6,20.0
74.1,79.8,137.0,5.3,19.8,3.7,15.6
86.8,87.6,94.7,1.0,1.0,2.0,37.2
94.7,94.1,122.4,3.6,0.2,5.9,22.0
74.6,76.2,51.4,2.8,10.3,4.4,38.0
66.7,67.6,61.0,2.4,9.7,1.0,26.4
99.4,100.2,122.9,1.2,0.7,2.4,35.2
87.1,88.0,120.6,1.8,6.9,0.8,41.2
70.4,74.9,142.0,3.0,12.1,4.3,26.8
86.0,86.3,64.9,0.1,0.2,0.4,15.2
87.5,87.4,98.8,3.3,9.2,0.9,41.6
73.0,76.5,139.9,2.2,2.4,4.6,31.2
81.7,84.8,87.3,2.8,17.1,3.5,13.2
87.6,89.1,70.1,2.5,15.6,0.7,28.0
74.0,75.8,107.6,3.9,12.3,3.4,20.4
88.0,93.2,108.5,5.0,15.8,4.9,35.6
73.3,74.8,64.5,2.0,6.8,2.8,10.8
99.3,101.9,106.6,2.9,7.7,3.9,39.2
87.3,88.1,71.4,1.8,10.3,0.6,24.4
79.2,81.3,69.3,0.8,9.9,1.6,16.4
71.4,74.7,101.8,3.2,20.2,4.7,19.2
74.5,79.5,109.7,1.6,14.2,4.5,22.4
95.2,94.7,78.2,1.9,1.5,0.3,27.2
78.8,81.0,121.6,1.0,3.8,1.8,26.8
80.8,81.2,104.5,3.4,6.8,0.6,17.6
86.3,88.7,62.8,0.6,11.1,4.4,15.2
71.3,72.1,126.7,3.4,8.3,0.5,2.8
73.3,77.6,98.9,2.2,20.7,3.9,20.8
83.9,85.4,97.1,2.0,9.8,4.4,10.0
71.1,74.9,120.2,2.9,15.3,2.0,43.6
82.8,84.7,154.5,2.9,7.8,0.6,8.0
82.9,84.2,103.8,1.6,5.0,0.8,16.0
76.0,76.7,105.0,1.6,4.2,0.5,17.6
84.6,89.0,80.2,1.6,11.5,0.7,41.6
67.3,66.1,82.8,1.6,0.5,0.6,15.2
74.4,79.1,112.5,3.6,21.4,4.1,26.0
70.2,72.5,82.9,2.3,17.2,1.0,33.2
82.6,86.0,143.7,2.3,3.8,0.9,36.4
80.0,79.1,83.3,2.1,0.4,0.9,32.4
73.7,76.7,122.5,1.4,7.5,3.1,29.6
73.5,76.7,108.1,2.5,16.6,4.7,30.0
79.4,83.0,92.1,1.7,7.7,1.3,32.4
75.6,77.6,70.4,1.6,11.5,1.0,26.0
80.7,86.4,97.5,3.1,21.3,3.0,52.8
82.9,80.2,96.4,4.4,0.1,1.8,48.0
84.6,84.8,107.0,4.6,0.2,5.1,12.0
67.4,66.4,66.6,3.3,0.3,2.8,24.8
94.6,95.0,74.6,1.5,4.9,0.6,20.4
84.7,87.7,72.2,0.5,14.3,0.4,10.4
76.4,80.5,143.0,1.8,10.3,1.1,28.0
73.8,78.1,59.2,1.9,20.5,1.0,33.2
85.2,86.1,100.5,1.6,1.4,3.8,20.8
77.0,76.6,103.8,3.9,2.9,0.7,55.2
78.8,85.1,118.8,3.3,16.5,4.9,20.4
75.3,74.5,65.3,1.6,1.1,0.6,17.2
74.8,78.1,51.7,0.7,15.7,0.9,28.0
87.8,88.9,130.5,1.6,1.1,0.5,22.0
78.6,84.3,147.9,3.1,12.9,1.6,26.4
61.8,64.0,99.6,3.2,21.1,1.3,21.6
74.6,73.0,76.0,2.8,0.2,0.1,29.6
91.3,91.7,87.8,1.7,6.1,0.5,36.4
75.9,79.2,105.6,2.7,11.4,3.3,21.2
80.7,83.9,70.3,3.5,21.2,0.6,30.4
81.8,84.9,85.3,2.8,16.2,4.0,30.0
97.3,98.5,134.4,1.8,3.9,0.2,28.0
75.4,80.3,106.7,4.1,13.8,4.8,38.0
77.9,85.7,72.7,1.4,20.3,0.5,46.8
77.6,77.3,50.3,2.3,0.2,4.7,33.6
67.9,69.7,86.1,3.1,15.4,1.1,9.2
79.5,85.8,155.7,2.2,7.6,2.2,34.4
81.9,81.4,125.1,4.0,0.4,2.6,11.6
71.9,78.6,147.5,2.4,18.3,2.8,16.8
76.0,76.8,94.6,1.6,0.5,3.7,43.6
87.1,92.9,67.5,1.8,20.9,0.3,34.0
83.0,87.7,94.4,1.2,15.8,3.8,35.6
75.4,78.1,59.9,1.7,13.1,0.1,6.8
84.1,82.8,122.9,4.3,0.1,0.8,21.2
75.0,77.9,56.8,3.9,22.0,0.3,31.2
84.9,85.8,88.8,5.4,8.4,4.0,21.2
87.9,86.1,98.0,4.1,4.2,0.5,16.8
71.6,76.6,94.2,4.3,18.9,0.1,24.0
76.0,77.7,100.5,3.6,9.2,0.3,26.8
75.6,78.6,102.3,5.2,11.1,1.9,26.8
69.2,74.6,76.5,1.4,19.7,2.1,28.8
82.8,86.1,105.9,0.5,7.4,2.6,11.2
96.7,98.9,102.3,0.7,15.6,2.8,8.0
73.5,79.0,152.5,1.8,9.8,0.4,31.6
79.3,78.3,56.0,4.4,8.9,1.9,26.4
81.4,84.4,85.4,4.9,12.7,2.7,33.6
77.7,77.1,110.7,3.8,11.6,5.4,47.2
76.1,80.8,77.1,2.8,15.1,5.9,31.6
78.5,78.4,102.5,1.3,0.6,0.6,20.0
67.4,70.1,58.2,1.5,15.9,4.3,36.4
77.9,80.6,113.5,3.4,13.9,3.8,17.6
96.3,98.2,86.3,4.1,8.2,4.2,32.0
82.0,85.4,106.1,2.9,13.5,4.0,18.8
83.0,83.8,139.1,4.0,7.2,0.5,28.8
84.4,87.3,92.2,4.0,19.8,0.4,50.8
75.8,76.3,103.3,1.4,3.8,0.6,29.2
88.1,84.9,77.0,4.0,2.4,3.5,30.0
79.3,78.9,58.7,1.0,0.4,0.3,20.4
86.8,86.5,119.6,2.3,0.0,3.9,22.4
83.9,82.5,60.5,3.2,4.1,0.4,28.0
99.1,98.3,80.2,1.4,0.3,0.3,15.6
89.2,90.0,102.1,1.4,6.5,0.4,48.4
84.3,87.4,65.8,4.1,17.1,1.0,43.2
74.3,80.0,59.0,1.1,15.9,0.7,9.6
94.3,93.2,90.3,3.4,1.2,2.6,19.6
85.0,84.2,94.0,2.8,8.3,0.5,11.2
88.3,91.4,119.3,1.9,4.8,4.1,26.8
78.0,77.1,57.2,2.6,2.4,1.9,19.2
91.6,93.7,102.5,2.5,7.5,5.2,19.2
78.4,84.1,121.8,1.4,20.0,4.8,19.6
77.9,79.7,64.1,5.4,15.0,0.7,23.2
86.1,92.2,88.5,1.4,16.8,4.0,45.2
85.6,84.6,88.1,5.4,10.9,0.3,19.2
96.3,98.2,120.9,1.9,6.8,2.1,30.0
82.3,84.9,107.4,2.6,10.9,0.4,53.2
90.6,89.9,92.8,3.7,7.6,2.2,24.0
81.1,82.3,106.6,0.6,3.1,0.7,19.6
86.5,85.6,137.8,3.0,0.2,4.5,15.6
69.0,69.0,54.9,2.0,8.1,0.1,15.6
80.0,79.0,67.2,2.6,3.7,0.7,27.6
89.5,92.0,50.6,1.9,15.9,2.4,34.8
76.2,76.2,94.0,1.4,3.5,1.2,21.6
76.9,76.1,56.1,4.9,10.3,2.7,28.4
86.6,87.3,109.5,1.2,2.9,0.7,12.0
79.8,79.7,123.1,3.4,3.8,0.7,43.6
88.4,89.9,51.5,1.8,10.0,0.4,25.6
75.3,81.2,107.1,0.1,19.1,1.9,31.6
89.4,89.0,91.8,2.1,0.0,5.1,40.4
92.0,92.4,145.4,2.3,3.0,0.8,6.0
75.2,77.6,68.4,1.1,7.7,1.2,33.2
73.6,76.1,55.1,3.1,15.9,5.1,31.2
86.6,86.9,52.2,3.7,2.8,5.0,30.8
76.6,80.4,51.4,2.6,16.5,4.1,47.6
73.1,80.4,79.9,2.6,21.8,4.1,28.8
87.7,86.3,104.2,2.6,0.5,4.1,33.6
69.2,70.3,82.5,3.0,10.4,4.3,23.2
90.5,89.7,87.0,1.8,3.1,0.6,14.4
79.2,81.5,117.9,4.0,9.4,5.7,15.2
