lifespan,genetic,length,mass,exercise,smoking,alcohol,sugar,bmi
68.0,67.6,173.0,121.3,3.9,1.1,0.3,42.8,40.52925256440242
77.5,79.4,193.0,67.3,0.6,7.7,0.9,25.2,18.067599130177992
73.4,75.4,190.0,65.2,2.0,13.2,3.5,20.4,18.060941828254848
87.4,86.9,196.0,93.6,3.8,0.6,4.8,47.6,24.36484798000833
78.7,79.8,167.0,142.2,3.1,0.7,0.9,23.6,50.98784466994155
72.2,73.4,191.0,66.6,1.5,0.1,5.8,29.2,18.256078506619883
78.0,77.8,203.0,87.8,2.3,0.6,5.4,15.6,21.306025382804734
63.8,69.3,197.0,94.4,2.0,21.6,0.1,46.4,24.324254683192045
70.1,72.5,191.0,68.0,1.4,8.5,2.3,17.2,18.63983991666895
86.7,88.2,198.0,109.0,1.2,4.0,0.9,39.6,27.803285379042954
72.6,77.6,200.0,64.4,1.0,20.2,5.2,13.2,16.1
83.7,84.9,172.0,61.5,3.2,9.4,4.5,22.0,20.78826392644673
82.9,86.2,174.0,81.7,1.4,14.9,0.7,45.6,26.98507068304928
75.5,73.5,180.0,78.8,4.3,5.1,0.6,12.8,24.320987654320984
67.2,71.7,176.0,67.5,1.7,17.7,3.2,13.6,21.791064049586776
76.6,79.2,194.0,112.3,1.2,5.4,2.2,36.8,29.83845254543522
84.8,84.6,198.0,125.6,3.9,1.7,0.4,24.8,32.03754718906234
88.4,90.7,190.0,60.5,1.9,14.2,0.5,30.4,16.759002770083104
76.6,76.6,180.0,108.0,2.1,0.3,3.1,11.2,33.33333333333333
68.8,74.4,190.0,151.9,3.9,17.5,1.1,23.6,42.07756232686981
92.7,92.8,185.0,53.9,1.6,0.6,4.0,35.6,15.748721694667639
79.4,84.9,170.0,125.7,2.6,19.7,0.2,10.4,43.49480968858132
78.5,78.9,172.0,84.9,3.1,0.6,5.8,54.0,28.697944835045977
93.5,93.1,172.0,95.0,3.3,0.1,0.3,18.8,32.11195240670633
75.3,75.4,174.0,104.6,2.0,0.7,0.4,24.4,34.54881754525036
71.9,73.9,200.0,96.7,3.2,10.5,1.7,35.6,24.175
80.4,79.2,187.0,84.8,1.7,0.1,0.4,23.2,24.25005004432497
73.6,75.3,173.0,105.7,3.1,17.8,1.6,19.2,35.316916702863445
85.0,84.6,170.0,83.3,2.7,0.1,2.7,16.0,28.823529411764707
79.6,84.6,193.0,125.1,1.3,19.5,3.1,16.8,33.584794222663696
73.1,74.5,192.0,140.1,1.9,2.2,0.9,28.8,38.004557291666664
90.2,91.1,203.0,54.0,2.1,2.0,5.2,3.2,13.103933606736396
81.9,82.1,176.0,53.2,2.1,8.3,0.7,8.8,17.174586776859506
88.2,87.8,183.0,63.9,1.1,0.1,0.6,32.4,19.080892233270625
86.7,87.0,185.0,61.9,2.6,6.5,0.5,18.0,18.086194302410515
73.7,79.5,166.0,120.3,1.4,18.6,3.9,34.4,43.65655392654957
82.1,85.5,179.0,128.6,2.0,4.5,5.6,23.2,40.136075653069504
75.9,77.7,186.0,50.2,3.3,21.4,0.6,28.4,14.510348017111804
85.9,85.5,165.0,83.4,4.7,5.6,1.0,33.2,30.633608815427003
79.5,80.9,174.0,78.6,1.9,3.8,6.0,8.8,25.961157352358303
66.2,66.5,186.0,94.5,2.5,0.4,5.9,45.6,27.315296566077
98.3,96.3,177.0,62.2,2.8,0.2,2.0,8.4,19.853809569408536
79.8,82.6,189.0,97.6,0.4,11.3,1.9,13.6,27.32286330169928
79.4,82.1,164.0,93.8,4.5,16.1,0.3,30.4,34.87507436049971
100.4,101.8,175.0,73.5,3.0,14.8,1.3,16.0,24.0
69.3,73.9,174.0,98.9,2.5,20.9,0.7,44.8,32.66613819527018
76.2,78.7,184.0,87.5,2.5,13.1,2.3,47.2,25.84475425330813
87.1,91.9,190.0,115.5,1.1,15.9,1.6,6.8,31.994459833795016
83.2,81.8,182.0,81.5,2.4,0.4,5.1,15.2,24.60451636275812
79.7,80.4,187.0,115.1,4.2,8.2,2.5,27.6,32.914867454030706
81.6,82.9,193.0,107.8,1.7,16.1,0.5,25.6,28.940374238234583
74.8,73.7,195.0,87.5,5.0,11.5,3.9,19.6,23.011176857330703
91.9,96.0,171.0,84.8,2.0,19.8,0.6,53.2,29.00037618412503
84.2,84.2,179.0,110.9,4.2,19.6,0.5,28.4,34.61190349864237
76.3,81.1,179.0,124.9,1.9,17.2,1.6,16.8,38.98130520270903
79.1,81.7,193.0,127.0,0.8,9.6,0.5,28.0,34.094875030202154
69.3,75.7,175.0,89.5,0.7,19.1,5.4,3.2,29.224489795918366
81.9,85.2,172.0,85.7,0.8,9.3,1.7,13.6,28.968361276365606
77.3,79.9,211.0,63.6,0.6,14.1,0.6,46.4,14.285393409851531
83.0,83.7,189.0,109.9,2.9,3.2,3.3,37.2,30.76621595140114
78.8,82.2,180.0,61.0,1.7,10.0,3.1,22.8,18.827160493827158
100.1,99.5,175.0,76.9,4.1,4.9,4.4,15.2,25.110204081632656
73.1,80.9,168.0,114.2,2.0,20.7,4.3,38.4,40.46201814058958
81.6,80.8,191.0,114.3,1.9,0.1,0.4,32.4,31.331377977577368
81.4,81.0,183.0,101.7,1.5,0.4,0.6,19.6,30.36818059661381
80.4,80.2,203.0,113.5,3.7,5.1,1.2,16.0,27.542527117862612
76.1,76.3,195.0,147.0,3.3,3.2,0.7,27.2,38.658777120315584
78.5,86.5,180.0,133.1,0.4,15.9,5.6,29.6,41.08024691358024
84.4,82.8,187.0,57.5,3.6,5.8,0.5,34.8,16.443135348451484
87.5,92.3,160.0,50.1,1.0,20.7,3.5,19.2,19.570312499999996
70.8,72.1,205.0,100.7,1.6,7.0,0.6,18.4,23.961927424152293
84.5,87.3,207.0,103.7,2.7,21.4,0.5,18.0,24.201264906999
84.7,88.1,170.0,83.0,2.1,16.7,5.8,40.8,28.719723183391007
78.8,82.5,166.0,64.2,1.5,21.5,0.2,18.0,23.29801132239803
74.0,80.9,170.0,90.5,0.7,14.0,5.3,45.2,31.314878892733567
69.4,69.9,175.0,79.9,1.5,0.3,5.9,24.4,26.089795918367347
78.7,80.2,193.0,71.2,5.1,18.2,4.2,26.8,19.114607103546405
80.8,79.6,180.0,59.1,3.1,0.4,0.5,23.2,18.24074074074074
78.7,77.2,197.0,129.7,5.0,3.8,5.0,9.6,33.420082970444994
62.8,68.6,178.0,81.5,2.7,19.6,4.3,24.4,25.722762277490215
81.3,79.6,192.0,96.0,4.7,2.3,0.1,42.0,26.041666666666668
85.8,88.5,189.0,63.4,3.0,13.1,3.4,49.2,17.748663251308756
85.5,87.5,168.0,103.2,2.1,14.5,1.4,31.6,36.56462585034014
84.8,86.3,173.0,121.6,0.8,0.5,0.4,30.0,40.629489792508934
80.5,80.7,164.0,80.1,3.4,13.1,1.7,8.4,29.78138013087448
71.7,71.5,180.0,135.8,3.6,1.5,1.0,22.0,41.91358024691358
86.8,86.5,184.0,80.0,1.2,0.0,0.7,24.4,23.629489603024574
71.3,77.8,196.0,124.7,2.1,19.2,0.8,12.0,32.46043315285298
90.5,87.6,198.0,77.3,5.1,2.4,0.4,39.2,19.71737577798184
68.4,74.3,172.0,124.8,2.0,21.4,1.2,32.0,42.18496484586263
88.2,90.3,191.0,83.7,3.0,10.8,0.7,15.2,22.943450015076344
77.7,79.7,186.0,113.7,0.9,9.9,0.2,29.6,32.8650711064863
68.1,74.1,198.0,50.3,2.2,21.6,4.1,34.8,12.830323436384042
93.5,91.0,191.0,82.2,3.4,0.1,1.1,7.6,22.532277075738058
75.5,79.6,164.0,56.3,1.7,16.9,0.4,10.4,20.93248066627008
60.9,65.2,197.0,58.6,3.3,13.6,3.2,26.8,15.09959030121879
76.6,79.1,191.0,97.1,1.5,7.2,5.5,13.6,26.616594939831693
87.1,89.5,195.0,139.6,4.6,19.9,0.3,38.8,36.712689020381326
94.7,95.1,164.0,74.9,1.6,0.4,0.9,36.8,27.84800713860798
82.4,84.0,195.0,103.5,2.8,4.2,5.2,17.2,27.218934911242606
77.4,80.3,174.0,127.1,2.7,9.6,1.6,31.6,41.98044655833003
72.9,78.0,164.0,76.3,2.3,14.1,5.1,12.0,28.368530636525882
79.7,81.1,172.0,120.1,1.6,1.0,3.0,48.0,40.59626825310979
83.6,85.5,207.0,62.8,3.1,7.2,6.0,14.4,14.656117995752528
77.7,79.2,205.0,138.5,1.2,3.4,1.9,26.8,32.95657346817371
79.0,76.9,174.0,113.3,4.9,1.3,1.8,33.6,37.422380763641165
81.4,83.9,185.0,82.1,0.9,14.2,5.4,21.2,23.988312636961282
89.4,90.0,178.0,83.0,5.1,20.8,0.5,11.2,26.19618735008206
84.3,84.8,201.0,88.6,4.1,11.4,2.4,22.0,21.93015024380585
65.7,71.5,169.0,120.1,1.6,16.0,4.9,23.6,42.05034837715767
80.9,85.7,191.0,129.1,1.6,15.3,0.5,25.2,35.388284312381785
88.7,86.5,191.0,72.5,5.2,4.0,4.9,22.0,19.87335873468381
71.6,75.6,169.0,130.2,1.6,10.4,0.4,29.6,45.58663912328
82.2,84.2,188.0,51.4,3.0,19.2,4.4,50.0,14.542779538252603
79.9,81.2,176.0,109.5,2.4,0.4,5.5,3.2,35.349948347107436
94.9,93.2,170.0,53.4,2.1,0.4,0.1,17.2,18.477508650519034
73.9,74.4,177.0,73.3,4.2,12.7,0.7,21.2,23.396852756232242
81.0,79.8,169.0,57.2,2.4,3.2,1.9,9.2,20.027309968138375
74.7,78.1,200.0,68.5,1.6,14.8,2.8,21.2,17.125
87.5,88.0,181.0,93.3,3.4,9.1,0.0,14.0,28.478984157992734
95.2,95.6,162.0,80.9,1.5,1.5,5.5,7.6,30.826093583295226
84.9,86.2,173.0,79.2,2.3,11.1,0.6,16.0,26.46262822012095
75.8,81.7,177.0,97.1,2.0,18.0,0.7,13.6,30.993648057710104
84.2,84.9,179.0,118.2,2.8,6.2,0.3,33.6,36.89023438719141
63.3,73.4,169.0,145.3,0.9,17.5,1.8,12.4,50.87356885263122
81.6,83.2,190.0,122.2,0.7,9.7,0.5,16.4,33.850415512465375
64.7,67.7,178.0,87.1,1.1,17.6,0.2,14.8,27.490215881833098
78.3,78.9,178.0,55.2,1.4,4.4,0.1,18.0,17.422042671379877
94.4,93.9,200.0,75.0,2.1,4.2,0.8,24.8,18.75
83.4,82.6,197.0,86.2,2.9,9.6,3.5,7.6,22.211342729779176
79.5,82.7,177.0,127.7,1.2,4.5,5.1,42.4,40.76095630246736
83.0,83.6,185.0,55.4,2.3,11.6,2.0,12.8,16.186997808619427
74.4,73.6,184.0,58.9,5.3,8.8,0.3,45.6,17.397211720226842
100.2,101.9,186.0,50.8,1.4,6.0,1.6,20.0,14.683778471499593
91.8,94.2,181.0,152.5,4.3,16.6,0.3,18.8,46.54925063337505
83.9,87.4,192.0,141.4,1.5,10.6,0.8,16.4,38.357204861111114
98.5,99.5,170.0,122.9,3.9,11.1,4.6,14.8,42.525951557093435
95.4,98.4,167.0,88.5,1.4,11.0,0.4,21.2,31.7329413030227
80.5,79.2,175.0,64.0,2.0,0.4,2.1,9.6,20.897959183673468
71.3,70.6,171.0,58.3,3.5,5.9,4.6,14.8,19.93775862658596
78.4,78.6,193.0,128.7,2.3,3.3,0.1,15.2,34.55126312115761
76.7,77.2,177.0,88.4,1.9,6.1,0.4,32.0,28.216668262632066
90.4,93.7,193.0,89.8,1.7,12.6,4.1,35.6,24.108029745764988
72.8,76.5,169.0,51.7,1.2,12.1,1.3,3.2,18.101607086586608
68.2,67.4,181.0,61.7,2.1,0.5,4.1,32.0,18.833368944781906
91.0,90.8,193.0,114.8,4.2,7.7,3.7,41.6,30.819619318639425
81.3,80.5,188.0,82.1,2.0,1.1,0.4,21.6,23.22883657763694
93.0,90.7,198.0,106.1,4.6,5.7,0.2,39.6,27.06356494235282
83.3,84.5,178.0,57.3,2.2,5.2,3.8,28.8,18.084837773008456
74.7,81.8,158.0,143.6,3.8,15.2,0.8,42.0,57.52283287934625
90.2,91.3,198.0,69.2,2.4,20.3,0.8,32.0,17.651260075502503
85.3,84.3,163.0,61.8,2.6,5.9,2.0,3.6,23.26019044751402
75.1,79.0,186.0,92.1,2.0,15.8,0.3,45.6,26.621574748525838
78.3,78.3,162.0,125.1,3.5,0.2,0.7,28.4,47.66803840877914
77.3,77.2,188.0,64.9,3.5,1.8,0.2,48.8,18.3623811679493
81.3,81.5,169.0,136.3,5.0,7.5,1.7,14.0,47.72241868281924
65.5,66.5,188.0,114.7,3.7,8.8,2.5,40.4,32.452467179719335
88.7,87.8,177.0,83.0,4.8,10.6,0.7,24.8,26.493025631204315
79.5,85.7,203.0,73.4,2.7,19.8,2.0,29.6,17.81164308767503
71.1,76.1,188.0,93.5,2.6,19.4,1.6,54.0,26.45427795382526
72.0,82.7,163.0,137.6,1.5,18.9,0.2,21.6,51.78967970190824
79.8,80.6,185.0,89.0,1.4,6.0,0.7,6.8,26.004382761139514
74.1,72.6,186.0,53.1,4.6,0.3,1.4,55.2,15.348595213319458
75.0,77.3,167.0,78.0,0.7,5.4,4.3,47.6,27.968016063681024
91.3,90.6,197.0,122.9,2.9,0.6,0.9,24.8,31.667912082248964
81.8,81.1,166.0,60.8,3.7,4.3,5.3,15.6,22.064160255479752
78.9,80.4,183.0,67.0,0.9,7.0,0.3,41.6,20.00656932126967
82.2,83.5,176.0,83.3,4.7,12.1,3.9,14.0,26.891787190082646
79.0,78.5,194.0,63.5,0.9,0.2,0.7,15.6,16.872143692209587
84.4,87.4,188.0,139.7,1.5,8.8,1.1,22.4,39.52580353100951
84.9,87.8,184.0,55.7,2.7,11.6,1.9,53.6,16.45203213610586
76.6,77.6,183.0,60.8,0.9,16.7,0.7,19.6,18.15521514527158
95.2,101.1,161.0,107.1,0.3,20.9,3.4,41.6,41.31785039157439
77.2,78.7,209.0,70.0,2.7,8.9,0.5,47.6,16.025274146654155
62.2,63.9,159.0,58.0,2.9,15.7,0.5,53.2,22.942130453700404
96.5,98.8,198.0,69.3,2.4,11.0,0.5,39.2,17.67676767676768
73.8,77.0,184.0,53.9,1.1,8.5,1.6,8.0,15.920368620037806
77.5,78.0,181.0,110.6,4.9,19.4,0.2,24.0,33.7596532462379
83.3,84.2,189.0,69.5,1.5,5.1,1.3,24.4,19.45634220766496
79.5,86.6,199.0,86.9,0.7,21.3,5.2,34.4,21.94389030580036
73.3,74.8,187.0,60.1,2.2,6.9,4.2,16.8,17.18665103377277
79.5,81.1,197.0,109.0,4.2,14.6,0.5,24.0,28.08626864902471
84.2,85.4,158.0,51.5,2.1,6.2,2.0,41.2,20.62970677775997
93.2,99.1,196.0,89.0,1.9,17.6,0.4,15.2,23.167430237401085
76.9,80.5,192.0,128.5,2.0,13.3,5.2,8.0,34.85785590277778
78.7,85.2,185.0,96.2,1.5,19.9,6.0,28.4,28.108108108108105
81.5,82.3,203.0,106.0,1.1,0.3,2.2,35.6,25.722536339149222
72.6,72.6,189.0,81.2,2.3,7.3,2.9,38.8,22.73172643543014
75.4,74.1,169.0,69.6,2.8,4.7,0.1,32.8,24.36889464654599
79.7,80.0,193.0,72.8,1.6,0.8,4.4,17.2,19.54414883621037
78.5,80.6,180.0,54.6,3.3,14.9,3.3,27.6,16.85185185185185
76.8,82.3,195.0,104.7,1.6,16.3,4.3,26.8,27.534516765286
81.3,81.5,184.0,78.9,1.4,0.0,1.0,43.6,23.304584120982987
88.5,91.9,202.0,101.2,1.1,6.9,2.7,18.0,24.8014900499951
66.8,64.5,169.0,78.4,3.4,0.9,1.3,10.8,27.45001925702882
78.2,79.0,176.0,54.2,1.6,5.6,2.5,15.2,17.4974173553719
83.2,86.2,162.0,57.3,2.1,13.7,0.5,42.4,21.83356195701874
81.3,81.9,189.0,125.8,1.3,2.1,0.4,30.4,35.217379132723046
98.6,101.2,201.0,122.8,3.9,14.7,0.4,14.0,30.39528724536522
85.4,90.2,177.0,146.7,1.7,5.7,3.5,26.8,46.82562482045388
68.2,72.4,185.0,103.1,0.4,12.7,5.9,44.4,30.124178232286337
83.5,82.5,197.0,56.9,2.5,0.7,4.4,27.2,14.66154757916978
78.5,83.0,187.0,104.3,1.5,17.6,1.7,40.8,29.826417684234602
80.5,83.0,166.0,67.7,1.4,17.4,1.6,17.2,24.568152126578607
82.4,84.4,205.0,156.3,4.0,16.7,2.2,32.4,37.19214753123141
83.1,81.4,188.0,67.5,3.9,2.9,4.7,23.6,19.098008148483476
83.0,84.0,171.0,97.8,3.9,7.1,2.0,47.2,33.44618857084231
76.5,77.1,180.0,70.3,1.5,0.3,4.4,31.2,21.697530864197528
99.5,100.3,178.0,60.1,2.5,2.8,3.7,18.8,18.9685645751799
79.0,81.4,194.0,111.0,0.9,12.1,1.2,30.4,29.4930385800829
76.3,79.8,164.0,91.7,0.9,6.5,6.0,11.6,34.09428911362285
83.6,92.0,202.0,54.7,1.7,21.1,5.2,14.8,13.405548475639645
84.1,85.0,188.0,111.1,1.0,2.8,0.7,20.4,31.433906745133545
86.6,87.5,178.0,61.4,3.2,14.8,2.6,22.4,19.378866304759498
57.0,65.9,199.0,99.9,1.1,21.5,0.9,22.4,25.226635691017904
74.7,79.3,170.0,62.1,4.8,17.7,4.6,23.2,21.487889273356405
82.2,81.8,205.0,103.0,2.3,0.3,5.0,17.6,24.50922070196312
76.1,78.1,193.0,59.4,0.6,6.7,1.8,26.8,15.946736825149669
85.5,88.1,196.0,63.6,4.3,19.4,4.2,20.0,16.555601832569764
84.3,87.8,210.0,108.8,5.2,19.8,1.6,25.6,24.671201814058957
74.8,79.7,194.0,123.6,1.3,13.7,4.2,16.0,32.84089701349772
75.0,78.6,160.0,111.4,4.5,17.9,5.0,27.6,43.51562499999999
71.4,73.0,176.0,85.8,3.3,12.0,2.1,34.8,27.698863636363637
89.0,89.4,171.0,59.0,3.7,7.7,5.4,8.4,20.177148524332274
89.6,91.9,179.0,115.9,1.9,8.6,2.3,4.0,36.172404107237604
76.2,79.3,197.0,87.3,2.0,14.3,4.7,16.8,22.494782138163828
65.0,67.0,201.0,160.3,1.1,1.0,3.5,22.0,39.67723571198734
70.1,68.3,171.0,86.0,4.8,8.7,1.6,12.4,29.410758865975858
70.3,73.5,169.0,93.5,1.8,20.0,0.4,24.0,32.736948986380035
79.0,88.3,166.0,127.0,0.7,18.1,3.9,18.4,46.08796632312382
87.0,86.6,187.0,92.7,1.7,1.4,0.7,27.2,26.509193857416566
78.2,80.9,181.0,96.4,1.8,10.8,1.9,18.0,29.42523122004823
72.3,77.1,194.0,68.3,2.5,13.3,4.3,48.0,18.14751833351047
75.4,80.1,177.0,83.2,1.3,11.4,5.5,24.0,26.55686424718312
85.4,84.4,193.0,87.6,2.7,0.4,4.3,31.2,23.517409863352036
88.5,89.0,193.0,107.5,2.6,4.6,0.2,18.8,28.859835163360092
89.8,91.2,183.0,73.0,1.1,11.4,5.1,6.4,21.798202394816204
74.0,78.3,202.0,128.0,2.2,13.3,0.8,34.0,31.369473581021467
85.0,89.6,190.0,111.4,2.3,15.0,4.5,18.8,30.858725761772856
71.8,72.8,183.0,124.6,2.4,1.1,1.1,40.4,37.20624682731643
71.2,72.9,196.0,119.9,1.4,5.7,4.7,31.2,31.21095376926281
83.4,88.3,158.0,120.9,1.0,7.3,2.8,44.0,48.42973882390642
71.7,79.3,176.0,78.0,1.0,20.6,4.9,28.0,25.180785123966942
66.2,68.6,165.0,103.4,1.9,10.1,1.7,15.6,37.979797979797986
91.8,94.5,199.0,104.3,4.5,14.9,1.1,18.8,26.33771874447615
77.2,80.4,179.0,130.8,3.5,4.0,4.7,37.2,40.822695920851416
81.3,81.5,179.0,80.0,1.5,0.8,1.3,21.2,24.968009737523797
73.4,75.9,193.0,78.6,3.3,14.2,5.2,10.8,21.10123761711724
80.1,83.6,176.0,80.8,1.8,18.4,1.0,15.6,26.084710743801654
78.3,83.1,177.0,88.1,2.6,20.5,4.0,24.4,28.120910338663855
86.0,84.9,193.0,79.7,2.2,0.7,1.8,30.0,21.396547558323714
75.0,77.1,179.0,119.1,1.0,5.8,0.5,25.6,37.17112449673855
91.7,95.2,169.0,68.1,1.9,17.3,1.3,48.8,23.843702951577328
77.3,78.3,172.0,125.1,4.3,5.7,0.5,24.4,42.286371011357495
84.2,86.1,170.0,60.9,1.6,2.6,6.0,30.4,21.072664359861594
77.5,83.7,181.0,61.2,2.3,16.3,1.8,22.0,18.680748450901987
87.0,84.8,197.0,86.5,3.8,1.1,1.0,28.4,22.288644386611352
80.7,82.0,194.0,129.1,1.7,2.1,3.9,42.8,34.30226378998831
100.0,98.0,195.0,93.5,4.4,0.3,0.2,34.8,24.589086127547667
84.4,87.2,199.0,82.2,1.9,17.7,0.9,23.6,20.757051589606323
75.8,76.9,190.0,134.2,2.5,9.3,4.3,26.0,37.174515235457065
77.2,76.4,166.0,90.8,4.6,9.1,0.6,31.6,32.95108143417042
74.9,81.6,179.0,77.4,0.7,21.7,0.5,47.2,24.156549421054276
67.3,71.6,179.0,77.0,1.5,18.2,2.0,16.0,24.031709372366656
77.5,80.6,162.0,135.2,3.2,9.8,1.7,26.8,51.516537113244915
68.9,73.4,191.0,159.5,1.4,15.6,4.6,12.8,43.72138921630438
85.5,89.7,181.0,132.8,2.5,14.2,2.2,24.4,40.53600317450628
71.0,73.6,164.0,90.9,1.3,14.1,0.6,33.6,33.79684711481262
78.3,85.4,198.0,145.6,0.5,20.5,0.7,19.6,37.13906744209775
67.0,71.9,192.0,140.2,1.4,17.4,0.5,33.6,38.03168402777778
66.6,72.5,203.0,65.5,3.7,21.1,3.2,42.0,15.894586134096924
70.9,74.7,163.0,58.8,2.2,16.0,2.3,10.4,22.131054988896835
72.5,76.1,197.0,107.5,0.3,9.0,3.0,54.4,27.69976036486382
77.7,79.4,186.0,78.3,2.7,3.1,3.5,33.2,22.632674297606656
79.2,79.7,160.0,102.3,2.0,0.3,0.9,22.0,39.96093749999999
83.3,85.1,175.0,121.6,0.1,0.1,0.8,13.6,39.70612244897959
85.0,89.2,194.0,56.3,2.9,21.8,1.4,13.6,14.959081730258264
82.6,85.6,194.0,69.7,2.1,14.3,5.9,21.6,18.519502603889894
98.4,96.2,202.0,64.4,5.2,4.0,4.0,43.6,15.782766395451427
96.4,96.7,192.0,97.7,1.5,5.3,0.5,22.0,26.502821180555557
98.2,101.4,167.0,96.0,1.6,8.6,2.1,13.2,34.42217361683818
81.6,82.9,183.0,71.2,1.3,4.8,4.6,30.4,21.260712472752246
63.4,68.3,184.0,93.3,1.8,18.0,0.5,23.6,27.55789224952741
90.0,89.5,185.0,133.3,3.0,2.9,0.4,12.8,38.948137326515706
78.7,80.4,180.0,118.1,2.8,4.0,0.3,21.6,36.45061728395061
87.5,90.3,204.0,73.6,1.6,6.9,5.0,34.4,17.68550557477893
90.3,90.6,184.0,54.3,3.0,11.2,4.2,10.8,16.038516068052928
80.9,81.1,203.0,63.2,3.4,3.3,4.3,38.8,15.33645562862482
75.7,78.7,191.0,63.6,2.4,16.4,0.1,36.8,17.433732627943314
84.2,86.0,181.0,111.4,1.3,4.4,0.6,43.2,34.00384603644578
84.3,84.4,193.0,83.3,2.2,5.7,0.3,24.4,22.363016456817633
73.7,77.5,187.0,135.6,1.2,13.6,3.1,26.8,38.77720266521776
72.1,74.9,202.0,91.8,1.6,10.8,0.4,29.6,22.497794333888834
78.9,81.4,182.0,60.4,0.8,15.4,1.2,10.8,18.234512740007244
63.6,64.9,200.0,111.7,3.3,19.3,3.2,25.6,27.925
81.0,82.6,165.0,99.6,3.5,12.7,0.1,19.6,36.5840220385675
76.9,77.5,175.0,81.2,5.1,12.0,5.7,26.0,26.514285714285716
67.7,69.9,188.0,90.3,2.0,15.8,0.6,26.8,25.54889090086012
71.5,77.0,189.0,86.2,1.5,21.5,5.9,20.8,24.13146328490244
95.3,95.3,162.0,92.7,1.8,0.3,0.6,12.8,35.32235939643346
84.5,86.0,187.0,73.9,3.0,8.6,2.1,22.0,21.133003517401125
57.0,64.1,202.0,51.3,2.9,17.2,1.9,34.4,12.57229683364376
75.5,79.2,182.0,129.5,3.8,20.4,4.7,28.4,39.09551986475063
75.3,76.2,190.0,76.9,2.9,11.5,2.3,17.2,21.301939058171747
87.8,89.5,193.0,97.5,0.3,0.2,5.4,33.6,26.175199334210316
65.6,68.5,179.0,100.8,2.1,8.5,4.1,48.0,31.459692269279984
94.9,95.3,188.0,78.6,2.4,2.9,4.7,30.8,22.238569488456314
84.3,84.7,200.0,94.8,1.7,6.5,1.0,14.0,23.7
85.9,86.4,175.0,79.7,1.3,0.8,2.3,21.6,26.024489795918367
81.1,84.1,187.0,109.8,2.9,14.7,5.1,43.6,31.399239326260396
72.1,79.8,164.0,160.7,1.5,10.9,1.3,18.0,59.74866151100536
71.2,78.4,203.0,59.3,1.3,21.6,5.8,28.8,14.390060423693857
89.8,88.7,155.0,97.7,3.1,0.1,3.6,21.2,40.66597294484911
77.8,84.0,185.0,74.0,2.5,20.9,4.6,23.2,21.62162162162162
75.3,80.7,185.0,61.8,3.3,20.2,3.2,34.4,18.05697589481373
87.2,86.5,189.0,93.6,3.5,5.4,3.9,40.4,26.20307382212144
84.3,85.4,182.0,53.4,3.2,12.1,1.0,38.8,16.12124139596667
81.7,79.7,184.0,84.1,4.3,1.1,1.0,40.0,24.84050094517958
86.4,82.3,196.0,71.7,4.7,0.9,2.0,20.8,18.664098292378178
92.9,96.0,178.0,86.8,3.9,15.5,4.2,24.0,27.395530867314733
75.7,81.3,191.0,91.1,1.9,14.6,4.8,15.2,24.97190318247855
66.4,68.8,200.0,102.0,3.8,13.9,4.3,44.4,25.5
76.2,77.7,204.0,54.7,4.0,15.6,2.3,23.6,13.14398308342945
80.6,83.1,187.0,85.8,3.6,18.5,0.4,27.6,24.536017615602386
82.8,83.0,179.0,57.0,1.1,2.1,2.1,16.8,17.789706937985706
64.2,64.6,208.0,129.7,3.9,9.8,0.3,27.2,29.978735207100584
66.0,68.0,169.0,70.1,1.3,4.8,5.7,20.4,24.54395854486888
76.1,83.9,178.0,52.0,0.8,20.4,4.2,26.8,16.41206918318394
80.8,79.3,171.0,53.0,2.7,1.1,1.1,27.6,18.125235115078144
84.9,91.0,192.0,90.6,1.8,19.1,2.3,33.2,24.576822916666664
83.5,81.8,186.0,97.1,3.1,2.0,0.9,32.0,28.066828535090757
81.9,80.6,206.0,50.7,3.1,0.5,0.3,27.6,11.947403148270338
76.9,79.1,190.0,68.6,5.1,13.7,5.4,23.2,19.002770083102494
84.3,87.0,167.0,96.5,4.6,20.8,2.1,19.6,34.601455771092546
70.2,72.3,175.0,88.1,1.8,6.7,3.4,22.4,28.767346938775507
86.8,88.9,161.0,74.0,1.9,19.7,0.5,18.8,28.54828131630724
92.3,96.0,159.0,82.5,3.0,16.4,0.4,18.4,32.63320280052213
76.1,81.1,169.0,63.4,2.0,21.1,0.7,21.2,22.198102307342182
73.7,76.2,168.0,84.4,1.0,20.9,3.8,30.8,29.90362811791384
80.0,84.4,182.0,86.8,2.2,22.0,4.2,15.6,26.204564666103124
83.7,84.8,188.0,116.1,1.5,2.5,1.3,23.6,32.84857401539158
81.8,84.9,190.0,91.7,2.8,19.4,1.3,20.8,25.401662049861496
72.2,78.3,162.0,94.7,1.6,17.0,5.7,30.8,36.08443834781283
82.2,83.6,206.0,87.0,1.5,6.0,5.1,14.8,20.501461023659157
80.2,80.5,173.0,59.1,2.0,5.2,1.8,48.0,19.746733936984196
75.2,75.5,187.0,72.9,3.5,8.7,4.3,11.2,20.847035946123707
74.2,77.6,169.0,100.8,3.0,18.2,1.4,4.4,35.2928819018942
79.1,82.1,194.0,153.8,3.2,14.9,3.7,17.2,40.86512913168244
68.5,69.4,194.0,61.9,2.5,8.7,2.3,30.4,16.44701881177596
86.4,86.8,193.0,119.4,2.4,2.4,2.0,10.8,32.05455180004832
